,aspect,base_category,MAIN_CATEGORY
1736,audi tron,model / generic car terms,GENERAL INFORMATION
1737,corner comfort mode,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
1738,driving environment,interior,INTERIOR / COMFORT / ERGONOMICS
1739,put together,build quality / construction,STRUCTURAL
1740,rev. counter,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
1741,usability,storage & utility,FUNCTIONAL / UTILITY FEATURES
1742,visibility at the front,visibility & view,SAFETY
1743,driving environment lay out,drive,POWERTRAIN / PERFORMANCE
1744,design details,design,EMOTIONAL / SENSORY / VISUAL
1745,competition,generic description & miscellaneous,GENERAL INFORMATION
1746,0 to 60 acceleration,acceleration,POWERTRAIN / PERFORMANCE
1747,track,driving dynamics / handling,HANDLING / DYNAMICS
1748,roadworks,road terrain,HANDLING / DYNAMICS
1749,camber,road terrain,HANDLING / DYNAMICS
1750,useable,storage & utility,FUNCTIONAL / UTILITY FEATURES
1751,dirt,road terrain,HANDLING / DYNAMICS
1752,surround view camera system,visibility & view,SAFETY
1753,twin turbo petrol,engine / power train,POWERTRAIN / PERFORMANCE
1754,sitting,seats,INTERIOR / COMFORT / ERGONOMICS
1755,regionalism,driving dynamics / handling,HANDLING / DYNAMICS
1756,piano black trim,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
1757,paint,exterior materials & finish,EXTERIOR / STYLING / DESIGN
1758,room inside,passenger space,INTERIOR / COMFORT / ERGONOMICS
1759,adjustable side bolsters,seats,INTERIOR / COMFORT / ERGONOMICS
1760,magic body control camera,cameras,TECHNOLOGY / ELECTRONICS / SOFTWARE
1761,horses,performance,POWERTRAIN / PERFORMANCE
1762,keyless entry,doors,EXTERIOR / STYLING / DESIGN
1763,style,design,EMOTIONAL / SENSORY / VISUAL
1764,paddles,physical controls,INTERIOR / COMFORT / ERGONOMICS
1765,portal pini k gearbox,transmission,POWERTRAIN / PERFORMANCE
1766,wind,aerodynamics / airflow,EXTERIOR / STYLING / DESIGN
1767,door plastics,doors,EXTERIOR / STYLING / DESIGN
1768,vehicle everything else,generic description & miscellaneous,GENERAL INFORMATION
1769,laser lights,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
1770,straight driving,drive,POWERTRAIN / PERFORMANCE
1771,interior fit and finish,interior,INTERIOR / COMFORT / ERGONOMICS
1772,information,technology,TECHNOLOGY / ELECTRONICS / SOFTWARE
1773,middle section,passenger space,INTERIOR / COMFORT / ERGONOMICS
1774,charges,fuel / energy / charging,POWERTRAIN / PERFORMANCE
1775,top cover,roof,EXTERIOR / STYLING / DESIGN
1776,usb charging ports,connectivity / integration,TECHNOLOGY / ELECTRONICS / SOFTWARE
1777,detail lights,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
1778,go to 50,acceleration,POWERTRAIN / PERFORMANCE
1779,side trim,exterior materials & finish,EXTERIOR / STYLING / DESIGN
1780,artificial noise,audio,TECHNOLOGY / ELECTRONICS / SOFTWARE
1781,a one,model / generic car terms,GENERAL INFORMATION
1782,electronic,technology,TECHNOLOGY / ELECTRONICS / SOFTWARE
1783,trunks,boot / cargo,FUNCTIONAL / UTILITY FEATURES
1784,backend capacity,rear section,EXTERIOR / STYLING / DESIGN
1785,glovebox,storage & utility,FUNCTIONAL / UTILITY FEATURES
1786,softer suspension,suspension,HANDLING / DYNAMICS
1787,wheel turn,wheels & tyres,HANDLING / DYNAMICS
1788,shoulder room,passenger space,INTERIOR / COMFORT / ERGONOMICS
1789,wing mirror,mirrors,SAFETY
1790,top end,acceleration,POWERTRAIN / PERFORMANCE
1791,hood latches,bonnet,EXTERIOR / STYLING / DESIGN
1792,foot down,acceleration,POWERTRAIN / PERFORMANCE
1793,wider items,storage & utility,FUNCTIONAL / UTILITY FEATURES
1794,selection mode,physical controls,INTERIOR / COMFORT / ERGONOMICS
1795,fit and finish,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
1796,driving system,drive,POWERTRAIN / PERFORMANCE
1797,ends,rear section,EXTERIOR / STYLING / DESIGN
1798,brake field,brake,HANDLING / DYNAMICS
1799,overall length,dimensions & measurements,DISTANCE / MEASUREMENT /  COST
1800,passenger space,passenger space,INTERIOR / COMFORT / ERGONOMICS
1801,wheel options,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
1802,corner braking,brake,HANDLING / DYNAMICS
1803,quattro software,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
1804,dash angle,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
1805,ski hatch,body type,EXTERIOR / STYLING / DESIGN
1806,manual mode drive,transmission,POWERTRAIN / PERFORMANCE
1807,boot lip,exterior materials & finish,EXTERIOR / STYLING / DESIGN
1808,arches,exterior materials & finish,EXTERIOR / STYLING / DESIGN
1809,straps,storage & utility,FUNCTIONAL / UTILITY FEATURES
1810,sexiness,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
1811,ceramic brakes,brake,HANDLING / DYNAMICS
1812,sub menus,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
1813,interior space,passenger space,INTERIOR / COMFORT / ERGONOMICS
1814,drivability,driving dynamics / handling,HANDLING / DYNAMICS
1815,materials quality,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
1816,cervix fittings,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
1817,body shape,body class,EXTERIOR / STYLING / DESIGN
1818,audi virtual cockpit,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
1819,s class driving experience,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
1820,augmented reality satellite navigation system,navigation / mapping,TECHNOLOGY / ELECTRONICS / SOFTWARE
1821,diesel engine,engine / power train,POWERTRAIN / PERFORMANCE
1822,goc 43,model / generic car terms,GENERAL INFORMATION
1823,turbo lag,engine / power train,POWERTRAIN / PERFORMANCE
1824,steering wheel shape,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
1825,dry,road terrain,HANDLING / DYNAMICS
1826,glass elements on gear selector,transmission,POWERTRAIN / PERFORMANCE
1827,rear end,rear section,EXTERIOR / STYLING / DESIGN
1828,going fast on motorway,acceleration,POWERTRAIN / PERFORMANCE
1829,air deflector,aerodynamics / airflow,EXTERIOR / STYLING / DESIGN
1830,chassis braces,chassis / structural,STRUCTURAL
1831,speaker,audio,TECHNOLOGY / ELECTRONICS / SOFTWARE
1832,traction control,traction / stability,HANDLING / DYNAMICS
1833,corner lamps,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
1834,cutaways for covers,exterior materials & finish,EXTERIOR / STYLING / DESIGN
1835,rear seats,seats,INTERIOR / COMFORT / ERGONOMICS
1836,safety kit,safety,SAFETY
1837,maneuverability,driving dynamics / handling,HANDLING / DYNAMICS
1838,feel,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
1839,lettering,design,EMOTIONAL / SENSORY / VISUAL
1840,blind spots,safety,SAFETY
1841,changing gears using paddles,transmission,POWERTRAIN / PERFORMANCE
1842,door handles,doors,EXTERIOR / STYLING / DESIGN
1843,power recovery,engine / power train,POWERTRAIN / PERFORMANCE
1844,interior ambience,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
1845,rear diffuser,aerodynamics / airflow,EXTERIOR / STYLING / DESIGN
1846,cooling drink,storage & utility,FUNCTIONAL / UTILITY FEATURES
1847,utility,storage & utility,FUNCTIONAL / UTILITY FEATURES
1848,country roads,road terrain,HANDLING / DYNAMICS
1849,gear,transmission,POWERTRAIN / PERFORMANCE
1850,bmw six series gt,model / generic car terms,GENERAL INFORMATION
1851,cabin features,functionality & features,FUNCTIONAL / UTILITY FEATURES
1852,roof up and down,roof,EXTERIOR / STYLING / DESIGN
1853,sight,visibility & view,SAFETY
1854,boot size,boot / cargo,FUNCTIONAL / UTILITY FEATURES
1855,switches,physical controls,INTERIOR / COMFORT / ERGONOMICS
1856,dash design,design,EMOTIONAL / SENSORY / VISUAL
1857,accelerating,acceleration,POWERTRAIN / PERFORMANCE
1858,center armrest,seats,INTERIOR / COMFORT / ERGONOMICS
1859,blinds,windows / glass,EXTERIOR / STYLING / DESIGN
1860,shortcut buttons,physical controls,INTERIOR / COMFORT / ERGONOMICS
1861,no lower lip,exterior materials & finish,EXTERIOR / STYLING / DESIGN
1862,elbow room,passenger space,INTERIOR / COMFORT / ERGONOMICS
1863,glass elements,windows / glass,EXTERIOR / STYLING / DESIGN
1864,fuel tank,fuel / energy / charging,POWERTRAIN / PERFORMANCE
1865,v8 engine drive,engine / power train,POWERTRAIN / PERFORMANCE
1866,air density,seats,INTERIOR / COMFORT / ERGONOMICS
1867,top,roof,EXTERIOR / STYLING / DESIGN
1868,exhaust layer,exhaust,POWERTRAIN / PERFORMANCE
1869,stability,traction / stability,HANDLING / DYNAMICS
1870,boot,boot / cargo,FUNCTIONAL / UTILITY FEATURES
1871,diamonds,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
1872,iceberg covers,exterior materials & finish,EXTERIOR / STYLING / DESIGN
1873,sports plus suspension,suspension,HANDLING / DYNAMICS
1874,shift lever,transmission,POWERTRAIN / PERFORMANCE
1875,estate,body type,EXTERIOR / STYLING / DESIGN
1876,comfort,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
1877,voice recognition system,voice & commands,TECHNOLOGY / ELECTRONICS / SOFTWARE
1878,petrol consumption,fuel / energy / charging,POWERTRAIN / PERFORMANCE
1879,automatic numbers,distance / efficiency / mileage,DISTANCE / MEASUREMENT /  COST
1880,a3 platform,chassis / structural,STRUCTURAL
1881,outside,body class,EXTERIOR / STYLING / DESIGN
1882,speed dialog system,acceleration,POWERTRAIN / PERFORMANCE
1883,driving experience,drive,POWERTRAIN / PERFORMANCE
1884,starting price,value / cost,DISTANCE / MEASUREMENT /  COST
1885,road around bends,road terrain,HANDLING / DYNAMICS
1886,alloys,wheels & tyres,HANDLING / DYNAMICS
1887,spacious,passenger space,INTERIOR / COMFORT / ERGONOMICS
1888,x interface,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
1889,mercedes-benz c . l . a,model / generic car terms,GENERAL INFORMATION
1890,rotary dial,physical controls,INTERIOR / COMFORT / ERGONOMICS
1891,central hat,roof,EXTERIOR / STYLING / DESIGN
1892,electricity usage,fuel / energy / charging,POWERTRAIN / PERFORMANCE
1893,weight loss,weight,DISTANCE / MEASUREMENT /  COST
1894,bmw x3,model / generic car terms,GENERAL INFORMATION
1895,entertainment system,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
1896,sport driving,drive,POWERTRAIN / PERFORMANCE
1897,room width wise,passenger space,INTERIOR / COMFORT / ERGONOMICS
1898,climate control buttons,physical controls,INTERIOR / COMFORT / ERGONOMICS
1899,r three,model / generic car terms,GENERAL INFORMATION
1900,wifi connectivity,connectivity / integration,TECHNOLOGY / ELECTRONICS / SOFTWARE
1901,satellite navigation,navigation / mapping,TECHNOLOGY / ELECTRONICS / SOFTWARE
1902,engine noise,engine / power train,POWERTRAIN / PERFORMANCE
1903,cargo space,passenger space,INTERIOR / COMFORT / ERGONOMICS
1904,steering wheel,steering,HANDLING / DYNAMICS
1905,cockpit,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
1906,corner exiting traction,traction / stability,HANDLING / DYNAMICS
1907,front can,front section,EXTERIOR / STYLING / DESIGN
1908,audi x3,model / generic car terms,GENERAL INFORMATION
1909,saloon s5 headroom,passenger space,INTERIOR / COMFORT / ERGONOMICS
1910,over speed,acceleration,POWERTRAIN / PERFORMANCE
1911,rear haunches,passenger space,INTERIOR / COMFORT / ERGONOMICS
1912,mercedes-benz,model / generic car terms,GENERAL INFORMATION
1913,trim (outside),design,EMOTIONAL / SENSORY / VISUAL
1914,widescreen,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
1915,front two seats,seats,INTERIOR / COMFORT / ERGONOMICS
1916,three passengers,passenger space,INTERIOR / COMFORT / ERGONOMICS
1917,manual gear change,transmission,POWERTRAIN / PERFORMANCE
1918,quattro wheel drive,drive,POWERTRAIN / PERFORMANCE
1919,exterior noise,exterior materials & finish,EXTERIOR / STYLING / DESIGN
1920,gear change,transmission,POWERTRAIN / PERFORMANCE
1921,sticker price,road terrain,HANDLING / DYNAMICS
1922,folders on the backs of the chairs,storage & utility,FUNCTIONAL / UTILITY FEATURES
1923,antiroll bars,traction / stability,HANDLING / DYNAMICS
1924,parking brake,brake,HANDLING / DYNAMICS
1925,armrest,seats,INTERIOR / COMFORT / ERGONOMICS
1926,front weight,weight,DISTANCE / MEASUREMENT /  COST
1927,interior design,design,EMOTIONAL / SENSORY / VISUAL
1928,power uplift,engine / power train,POWERTRAIN / PERFORMANCE
1929,foot well,passenger space,INTERIOR / COMFORT / ERGONOMICS
1930,x two,model / generic car terms,GENERAL INFORMATION
1931,rear windows,aerodynamics / airflow,EXTERIOR / STYLING / DESIGN
1932,i three,model / generic car terms,GENERAL INFORMATION
1933,gt-r,model / generic car terms,GENERAL INFORMATION
1934,cost,value / cost,DISTANCE / MEASUREMENT /  COST
1935,load and unload,boot / cargo,FUNCTIONAL / UTILITY FEATURES
1936,luxury seating package,packages / trims / variants,GENERAL INFORMATION
1937,climb,road terrain,HANDLING / DYNAMICS
1938,aerodynamics,driving dynamics / handling,HANDLING / DYNAMICS
1939,trunk size,boot / cargo,FUNCTIONAL / UTILITY FEATURES
1940,changing plugs,engine / power train,POWERTRAIN / PERFORMANCE
1941,front cabin,interior,INTERIOR / COMFORT / ERGONOMICS
1942,engine auto cut off,engine / power train,POWERTRAIN / PERFORMANCE
1943,drives,drive,POWERTRAIN / PERFORMANCE
1944,s tronic gearbox,transmission,POWERTRAIN / PERFORMANCE
1945,tether points,boot / cargo,FUNCTIONAL / UTILITY FEATURES
1946,shift changes,transmission,POWERTRAIN / PERFORMANCE
1947,car wash,functionality & features,FUNCTIONAL / UTILITY FEATURES
1948,digital key,connectivity / integration,TECHNOLOGY / ELECTRONICS / SOFTWARE
1949,door locks,doors,EXTERIOR / STYLING / DESIGN
1950,feel behind the steering,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
1951,sport pack,packages / trims / variants,GENERAL INFORMATION
1952,upgraded all round air suspension,suspension,HANDLING / DYNAMICS
1953,middle headroom,passenger space,INTERIOR / COMFORT / ERGONOMICS
1954,mpg,distance / efficiency / mileage,DISTANCE / MEASUREMENT /  COST
1955,residual value,value / cost,DISTANCE / MEASUREMENT /  COST
1956,city drive,drive,POWERTRAIN / PERFORMANCE
1957,rear door bins,storage & utility,FUNCTIONAL / UTILITY FEATURES
1958,sport and performance package,packages / trims / variants,GENERAL INFORMATION
1959,view,visibility & view,SAFETY
1960,wipers,windscreen / wipers,SAFETY
1961,key start,keys & lock,SAFETY
1962,five and 1/2 1000 rpm,engine / power train,POWERTRAIN / PERFORMANCE
1963,box,boot / cargo,FUNCTIONAL / UTILITY FEATURES
1964,variable rate steering,steering,HANDLING / DYNAMICS
1965,exhaust sound,exhaust,POWERTRAIN / PERFORMANCE
1966,dynamic driving mode,driving dynamics / handling,HANDLING / DYNAMICS
1967,digital dollars,value / cost,DISTANCE / MEASUREMENT /  COST
1968,boot features,boot / cargo,FUNCTIONAL / UTILITY FEATURES
1969,rear lights,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
1970,rear deck lid,boot / cargo,FUNCTIONAL / UTILITY FEATURES
1971,nose,front section,EXTERIOR / STYLING / DESIGN
1972,upgrade,options & specifications,GENERAL INFORMATION
1973,condition,build quality / construction,STRUCTURAL
1974,usablility,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
1975,auxiliary connectors,connectivity / integration,TECHNOLOGY / ELECTRONICS / SOFTWARE
1976,manual paddles,transmission,POWERTRAIN / PERFORMANCE
1977,rear visibility,visibility & view,SAFETY
1978,driver assistant pack,driver assistance,SAFETY
1979,bulbs,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
1980,audi grills,grill,EXTERIOR / STYLING / DESIGN
1981,speaker sound system,audio,TECHNOLOGY / ELECTRONICS / SOFTWARE
1982,two in the back,passenger space,INTERIOR / COMFORT / ERGONOMICS
1983,door bins,storage & utility,FUNCTIONAL / UTILITY FEATURES
1984,i drive,technology,TECHNOLOGY / ELECTRONICS / SOFTWARE
1985,bumpers,bumper,EXTERIOR / STYLING / DESIGN
1986,visors,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
1987,steering at speed,steering,HANDLING / DYNAMICS
1988,drive motor,drive,POWERTRAIN / PERFORMANCE
1989,window surrounds,windows / glass,EXTERIOR / STYLING / DESIGN
1990,safety features,safety,SAFETY
1991,corner handling,driving dynamics / handling,HANDLING / DYNAMICS
1992,quadrille wheel drive,drive,POWERTRAIN / PERFORMANCE
1993,designed,design,EMOTIONAL / SENSORY / VISUAL
1994,handling right,driving dynamics / handling,HANDLING / DYNAMICS
1995,m performance version,model / generic car terms,GENERAL INFORMATION
1996,standard equipment,equipment,FUNCTIONAL / UTILITY FEATURES
1997,coat off,exterior materials & finish,EXTERIOR / STYLING / DESIGN
1998,soft touch plastics,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
1999,someone over six foot,passenger space,INTERIOR / COMFORT / ERGONOMICS
2000,builds,build quality / construction,STRUCTURAL
2001,2.1 litre diesel engine,engine / power train,POWERTRAIN / PERFORMANCE
2002,auto bends,cornering,HANDLING / DYNAMICS
2003,panoramic sunroof,roof,EXTERIOR / STYLING / DESIGN
2004,real wood,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
2005,load height,boot / cargo,FUNCTIONAL / UTILITY FEATURES
2006,mirror,mirrors,SAFETY
2007,details,design,EMOTIONAL / SENSORY / VISUAL
2008,turning radius,cornering,HANDLING / DYNAMICS
2009,exhaust pipe surround,exhaust,POWERTRAIN / PERFORMANCE
2010,steering mode,steering,HANDLING / DYNAMICS
2011,liftgate,boot / cargo,FUNCTIONAL / UTILITY FEATURES
2012,window,windows / glass,EXTERIOR / STYLING / DESIGN
2013,electrically operated steering column,steering,HANDLING / DYNAMICS
2014,road conditions,road terrain,HANDLING / DYNAMICS
2015,power trade,engine / power train,POWERTRAIN / PERFORMANCE
2016,lower bumper,bumper,EXTERIOR / STYLING / DESIGN
2017,side profile,body class,EXTERIOR / STYLING / DESIGN
2018,verdict,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
2019,screen interface,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
2020,satin finish line,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
2021,stopping power,engine / power train,POWERTRAIN / PERFORMANCE
2022,view changes,visibility & view,SAFETY
2023,move,driving dynamics / handling,HANDLING / DYNAMICS
2024,engineering,engine / power train,POWERTRAIN / PERFORMANCE
2025,rear executive seat package,packages / trims / variants,GENERAL INFORMATION
2026,metal roof,roof,EXTERIOR / STYLING / DESIGN
2027,smoke,exhaust,POWERTRAIN / PERFORMANCE
2028,firmness,suspension,HANDLING / DYNAMICS
2029,electric lumbar support,seats,INTERIOR / COMFORT / ERGONOMICS
2030,mercedes-benz star,model / generic car terms,GENERAL INFORMATION
2031,mercedes glc,model / generic car terms,GENERAL INFORMATION
2032,a8 series,model / generic car terms,GENERAL INFORMATION
2033,area,storage & utility,FUNCTIONAL / UTILITY FEATURES
2034,windshield,windscreen / wipers,SAFETY
2035,efficiency mode,fuel / energy / charging,POWERTRAIN / PERFORMANCE
2036,exhaust pipes,exhaust,POWERTRAIN / PERFORMANCE
2037,foot wells,passenger space,INTERIOR / COMFORT / ERGONOMICS
2038,gle 350,model / generic car terms,GENERAL INFORMATION
2039,tail,rear section,EXTERIOR / STYLING / DESIGN
2040,midnight edition,packages / trims / variants,GENERAL INFORMATION
2041,tethering point,connectivity / integration,TECHNOLOGY / ELECTRONICS / SOFTWARE
2042,prestige trim level,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
2043,shift button,physical controls,INTERIOR / COMFORT / ERGONOMICS
2044,apple carplay,connectivity / integration,TECHNOLOGY / ELECTRONICS / SOFTWARE
2045,sports mode sound,audio,TECHNOLOGY / ELECTRONICS / SOFTWARE
2046,body,body class,EXTERIOR / STYLING / DESIGN
2047,exhausts pipes,exhaust,POWERTRAIN / PERFORMANCE
2048,piloted drive system,driver assistance,SAFETY
2049,capacity,boot / cargo,FUNCTIONAL / UTILITY FEATURES
2050,boot liner,boot / cargo,FUNCTIONAL / UTILITY FEATURES
2051,horsepower,engine / power train,POWERTRAIN / PERFORMANCE
2052,normal driving,drive,POWERTRAIN / PERFORMANCE
2053,rear space,passenger space,INTERIOR / COMFORT / ERGONOMICS
2054,servicing,value / cost,DISTANCE / MEASUREMENT /  COST
2055,buying,value / cost,DISTANCE / MEASUREMENT /  COST
2056,handling package,driving dynamics / handling,HANDLING / DYNAMICS
2057,four zone climate control,climate / temperature control,INTERIOR / COMFORT / ERGONOMICS
2058,road noise levels,audio,TECHNOLOGY / ELECTRONICS / SOFTWARE
2059,twin turbo petrol horsepower,engine / power train,POWERTRAIN / PERFORMANCE
2060,big boy twin turbo,engine / power train,POWERTRAIN / PERFORMANCE
2061,head space,passenger space,INTERIOR / COMFORT / ERGONOMICS
2062,front seat control,seats,INTERIOR / COMFORT / ERGONOMICS
2063,s line suspension,suspension,HANDLING / DYNAMICS
2064,portia 7 18,model / generic car terms,GENERAL INFORMATION
2065,slow speed,driving dynamics / handling,HANDLING / DYNAMICS
2066,delivery,value / cost,DISTANCE / MEASUREMENT /  COST
2067,bumps dynamic mode,road terrain,HANDLING / DYNAMICS
2068,tie down tethers,boot / cargo,FUNCTIONAL / UTILITY FEATURES
2069,backseat headroom,passenger space,INTERIOR / COMFORT / ERGONOMICS
2070,boots,boot / cargo,FUNCTIONAL / UTILITY FEATURES
2071,infotainment system knob,physical controls,INTERIOR / COMFORT / ERGONOMICS
2072,a piece of plastic,exterior materials & finish,EXTERIOR / STYLING / DESIGN
2073,lighting functions,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
2074,product,generic description & miscellaneous,GENERAL INFORMATION
2075,motor noise,engine / power train,POWERTRAIN / PERFORMANCE
2076,braking field,brake,HANDLING / DYNAMICS
2077,power surge,engine / power train,POWERTRAIN / PERFORMANCE
2078,front engine,engine / power train,POWERTRAIN / PERFORMANCE
2079,x3 suspension,suspension,HANDLING / DYNAMICS
2080,rides,drive,POWERTRAIN / PERFORMANCE
2081,usefulness,storage & utility,FUNCTIONAL / UTILITY FEATURES
2082,cubby,storage & utility,FUNCTIONAL / UTILITY FEATURES
2083,number keypad,physical controls,INTERIOR / COMFORT / ERGONOMICS
2084,3 series,model / generic car terms,GENERAL INFORMATION
2085,emergency assist,safety,SAFETY
2086,body style,body class,EXTERIOR / STYLING / DESIGN
2087,high pressure oil system,engine / power train,POWERTRAIN / PERFORMANCE
2088,bmw 6 50,model / generic car terms,GENERAL INFORMATION
2089,size,dimensions & measurements,DISTANCE / MEASUREMENT /  COST
2090,gas cap,fuel / energy / charging,POWERTRAIN / PERFORMANCE
2091,e 63,model / generic car terms,GENERAL INFORMATION
2092,miles per gallon,distance / efficiency / mileage,DISTANCE / MEASUREMENT /  COST
2093,lag,performance,POWERTRAIN / PERFORMANCE
2094,upgraded command system definition,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
2095,apple carplay price,connectivity / integration,TECHNOLOGY / ELECTRONICS / SOFTWARE
2096,shift,transmission,POWERTRAIN / PERFORMANCE
2097,speed limiter,acceleration,POWERTRAIN / PERFORMANCE
2098,cell phone spot,connectivity / integration,TECHNOLOGY / ELECTRONICS / SOFTWARE
2099,ico pro mode,fuel / energy / charging,POWERTRAIN / PERFORMANCE
2100,ambient lighting package,packages / trims / variants,GENERAL INFORMATION
2101,top down air,climate / temperature control,INTERIOR / COMFORT / ERGONOMICS
2102,bmw s4,model / generic car terms,GENERAL INFORMATION
2103,f40 5 a.m. g suspension,suspension,HANDLING / DYNAMICS
2104,gt three operating window,generic description & miscellaneous,GENERAL INFORMATION
2105,gesture commands,gesture / motion controls,TECHNOLOGY / ELECTRONICS / SOFTWARE
2106,towing,functionality & features,FUNCTIONAL / UTILITY FEATURES
2107,electronically controlled dampers,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
2108,outside wheels,wheels & tyres,HANDLING / DYNAMICS
2109,leather seats,seats,INTERIOR / COMFORT / ERGONOMICS
2110,performers,performance,POWERTRAIN / PERFORMANCE
2111,sound proofing,roof,EXTERIOR / STYLING / DESIGN
2112,drive version,drive,POWERTRAIN / PERFORMANCE
2113,clicking sound,audio,TECHNOLOGY / ELECTRONICS / SOFTWARE
2114,rear quarter lights,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
2115,push,acceleration,POWERTRAIN / PERFORMANCE
2116,roar,audio,TECHNOLOGY / ELECTRONICS / SOFTWARE
2117,start stop feature,functionality & features,FUNCTIONAL / UTILITY FEATURES
2118,rear differential,traction / stability,HANDLING / DYNAMICS
2119,steering adjustment,steering,HANDLING / DYNAMICS
2120,alcantara,interior materials & trim / finish,INTERIOR / COMFORT / ERGONOMICS
2121,door handle inserts,doors,EXTERIOR / STYLING / DESIGN
2122,tailgated,boot / cargo,FUNCTIONAL / UTILITY FEATURES
2123,suspension redesign,suspension,HANDLING / DYNAMICS
2124,spoiler button,fuel / energy / charging,POWERTRAIN / PERFORMANCE
2125,car racing technology increments,performance,POWERTRAIN / PERFORMANCE
2126,fidget,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
2127,acceleration in efficiency mode,acceleration,POWERTRAIN / PERFORMANCE
2128,balance point,traction / stability,HANDLING / DYNAMICS
2129,back frame,build quality / construction,STRUCTURAL
2130,oversteer,steering,HANDLING / DYNAMICS
2131,back pillars,chassis / structural,STRUCTURAL
2132,headlamps,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
2133,weight ratio,weight,DISTANCE / MEASUREMENT /  COST
2134,automatic canister,fuel / energy / charging,POWERTRAIN / PERFORMANCE
2135,nine speed automatic transmission,transmission,POWERTRAIN / PERFORMANCE
2136,front seat,seats,INTERIOR / COMFORT / ERGONOMICS
2137,rivals,generic description & miscellaneous,GENERAL INFORMATION
2138,snow and ice,road terrain,HANDLING / DYNAMICS
2139,under floor storage,storage & utility,FUNCTIONAL / UTILITY FEATURES
2140,high speeds,acceleration,POWERTRAIN / PERFORMANCE
2141,newest s class,model / generic car terms,GENERAL INFORMATION
2142,front motor,engine / power train,POWERTRAIN / PERFORMANCE
2143,front passenger seat fittings,seats,INTERIOR / COMFORT / ERGONOMICS
2144,touring,packages / trims / variants,GENERAL INFORMATION
2145,sunroof,roof,EXTERIOR / STYLING / DESIGN
2146,slope,road terrain,HANDLING / DYNAMICS
2147,off roading,road terrain,HANDLING / DYNAMICS
2148,talking price,value / cost,DISTANCE / MEASUREMENT /  COST
2149,rpm,engine / power train,POWERTRAIN / PERFORMANCE
2150,standard screen,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
2151,suv,body type,EXTERIOR / STYLING / DESIGN
2152,door opening,doors,EXTERIOR / STYLING / DESIGN
2153,lack of cabin noise,audio,TECHNOLOGY / ELECTRONICS / SOFTWARE
2154,long drives,drive,POWERTRAIN / PERFORMANCE
2155,engineered,engine / power train,POWERTRAIN / PERFORMANCE
2156,seat buttons,physical controls,INTERIOR / COMFORT / ERGONOMICS
2157,aero bits,aerodynamics / airflow,EXTERIOR / STYLING / DESIGN
2158,upward visibility,visibility & view,SAFETY
2159,turbo power,engine / power train,POWERTRAIN / PERFORMANCE
2160,battery location,fuel / energy / charging,POWERTRAIN / PERFORMANCE
2161,three litre diesel engine,engine / power train,POWERTRAIN / PERFORMANCE
